link,comment_id,parent_id,username,text,created_at,like_count,reply_count
https://www.instagram.com/p/DOVkQ2Sk5FW/,18525163747019678,17908250304211485,zey_photograf,"@cipeng_uchiha Bahlil juga, biar balik ke wakanda",1757328625,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18106482736565876,,adh1sulistyo,Menteri Haji & Umroh ??,1757325557,1,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18056218130153279,,rifaipaul,bahlil sama menham,1757325558,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17947255383012578,,nabillkar,Bahlil kol gk diganti,1757325559,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18074762297092035,,janurwahyu.r,yg nunggu berita sri mulyani diperiksa🙌🏼,1757325562,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17920181295139604,,anakbatak_ke3,Dahnil kebagian KUE,1757325563,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18027338819513702,,rickyaflah,Wakil menteri.,1757325564,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18099442084557834,,mirrzaah,Lil bahlil kuat bgt peletnya 😋,1757325564,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18001170992652365,,audimanaf,2 orang nya Jokowi di copot apa komentar nya 😂😂😂😂,1757325565,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18106631518566348,,lestariilfy,Itu si umar umar itu ganti juga,1757325566,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18125408401464315,,mishbahuddin_muhammad,"Bahlil , zulhas sekalian boss",1757325566,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18063624269199494,,rinpast,"Masih jadi pertanyaan, menteri ngapain sih pake wakil segala? 😓",1757325567,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17918885721153798,,agasinuraya07,Kapolri Kapan,1757325570,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18079630051783098,,zaf_bree,Moga gk penyakitan aja  klo dh liat jabatan dan duit,1757325571,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18085443721889519,,agels19,asyikkkk gaada sri mul,1757325574,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17917915065150493,,muhammadsuhudfadill,"Menteri Haji dan Umrah, Gus Irfan (NU), wakilnya Bang Dahnil Anzar (Muhammadiyah) 🔥👏",1757325575,6,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18101773711593217,,puttdhl_,Kapolri ga sekalian diganti?,1757325575,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18058021127143925,,rongeryue,"LUHUT,LUHUT LUHUT?",1757325576,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18078104437957960,,dleanferdiansyah,tombol ganti wapres >>>,1757325576,7,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18089982919780628,,dindabayu48,Bahlil ama natalius ngga kena ya ?,1757325577,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18054825710188560,,ginaaaul__,Bahlil kok belum ya,1757325578,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17899806927269836,,taniasoktaviani,neng naha teu bebeja diganti?😢 @_nsrimulyani11,1757325579,1,3
https://www.instagram.com/p/DOVkQ2Sk5FW/,18081607903738917,17899806927269836,_nsrimulyani11,@taniasoktaviani Em malu👉👈 jadi teu gujrud😭🤣,1757325834,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17986294913710728,17899806927269836,taniasoktaviani,@_nsrimulyani11 kade neng tong jd stress ah😭,1757329068,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,17967320759951139,17899806927269836,_nsrimulyani11,"@taniasoktaviani moal tos kebal, da kandel kulit beungeut😭🤣",1757339758,0,0
https://www.instagram.com/p/DOVkQ2Sk5FW/,18325234249237697,,kintan_atuy,Dito juga kan,1757325579,1,0
